CollectDate,Ammmonia Nitrogen (mg/L),Conductivity (µmhos/cm),Dissolved Oxygen (mg/L),Fecal Coliform (CFU/100ml),Nitrate Nitrite (mg/L),Orthophosphate Phosphate (mg/L),pH,Temperature (°C),Total Nitrogen (mg/L),Total Phosphorus (mg/L),WQI
6/12/07,0.028666667,101,5.2,0,0.3105,0.00205,6.8,7.9,0.529166667,0.009633333,107.2030794
6/12/07,0.01,102.8636364,7.622727273,0,0.36,0.0021,7.431818182,12.12272727,0.547,0.0101,117.1699682
7/10/07,0.01,107,9.5,0,0.217,0.002,9,22.8,0.461833333,0.0106,75.08721978
7/10/07,0.01,103.7727273,7.527272727,0,0.032,0.002,7.781818182,14.22727273,0.317,0.0096,18.13409487
7/10/07,0.01,107,9.7,0,0.217,0.002,9.1,22.5,0.461833333,0.0106,75.09284732
7/10/07,0.01,107,9.7,0,0.217,0.002,9.1,22.2,0.461833333,0.0106,75.07445407
7/10/07,0.01,107,9.7,0,0.217,0.002,9.1,22.1,0.461833333,0.0106,75.06832299
7/10/07,0.01,103.7727273,7.527272727,0,0.034,0.002,7.781818182,14.22727273,0.302,0.0105,18.97402758
7/10/07,0.01,107,10.3,0,0.217,0.002,9.1,21.5,0.461833333,0.0106,75.09112453
7/10/07,0.01,106,10.6,0,0.217,0.002,9.1,19.9,0.461833333,0.0106,75.02278786
7/10/07,0.01,106,11.2,0,0.217,0.002,9.1,18.9,0.461833333,0.0106,75.02106507
7/10/07,0.01,105,10.7,0,0.217,0.002,8.7,17.4,0.461833333,0.0106,74.86277634
7/10/07,0.01,104,9.8,0,0.217,0.002,8,16.2,0.461833333,0.0106,74.67068119
7/10/07,0.01,103.7727273,7.527272727,0,0.208,0.002,7.781818182,14.22727273,0.454,0.0082,70.87377461
7/10/07,0.01,103,9,0,0.217,0.002,7.6,14.7,0.461833333,0.0106,74.48259844
7/10/07,0.01,103,8.2,0,0.217,0.002,7.4,13.9,0.461833333,0.0106,74.34578286
7/10/07,0.01,102,7.7,0,0.217,0.002,7.2,12.3,0.461833333,0.0106,74.18967926
7/10/07,0.01,102,7.2,0,0.217,0.002,7.2,11.2,0.461833333,0.0106,74.07258065
7/10/07,0.01,102,6.8,0,0.217,0.002,7.1,10.1,0.461833333,0.0106,73.96125529
7/10/07,0.01,103.7727273,7.527272727,0,0.358,0.002,7.781818182,14.22727273,0.583,0.0094,116.5668653
7/10/07,0.01,102,6.2,0,0.217,0.002,7,9.2,0.461833333,0.0106,73.8423294
7/10/07,0.01,102,5.6,0,0.217,0.002,6.9,8.8,0.461833333,0.0106,73.75405893
7/10/07,0.01,101,5.4,0,0.217,0.002,6.9,8.6,0.461833333,0.0106,73.72190071
7/10/07,0.01,102,5.1,0,0.217,0.002,6.8,8.3,0.461833333,0.0106,73.66958872
7/10/07,0.01,102,3.9,0,0.217,0.002,6.7,8.1,0.461833333,0.0106,73.53399237
7/10/07,0.01,103.7727273,7.527272727,0,0.348,0.002,7.781818182,14.22727273,0.57,0.0122,114.376698
7/10/07,0.01,102,3.3,0,0.217,0.002,6.7,8.1,0.461833333,0.0106,73.47440433
7/10/07,0.01,102,3.1,0,0.217,0.002,6.7,8.1,0.461833333,0.0106,73.45454165
7/10/07,0.01,102,2.9,0,0.217,0.002,6.7,8.1,0.461833333,0.0106,73.43467898
7/10/07,0.01,103.7727273,7.527272727,0,0.322,0.002,7.781818182,14.22727273,0.545,0.0137,106.9641771
8/14/07,0.01,103.4137931,7.148275862,0,0.02,0.002,7.675862069,15.02758621,0.219,0.005,12.94962871
8/14/07,0.010333333,107,8.6,0,0.224666667,0.00225,8.8,21.5,0.408166667,0.007183333,76.17779734
8/14/07,0.010333333,107,8.7,0,0.224666667,0.00225,8.8,21.4,0.408166667,0.007183333,76.1815976
8/14/07,0.010333333,107,8.7,0,0.224666667,0.00225,8.8,21.4,0.408166667,0.007183333,76.1815976
8/14/07,0.010333333,107,8.8,0,0.224666667,0.00225,8.8,21.4,0.408166667,0.007183333,76.19152894
8/14/07,0.01,103.4137931,7.148275862,0,0.02,0.002,7.675862069,15.02758621,0.222,0.0055,13.10609904
8/14/07,0.010333333,107,8.8,0,0.224666667,0.00225,8.8,21.3,0.408166667,0.007183333,76.18539785
8/14/07,0.010333333,107,8.9,0,0.224666667,0.00225,8.8,21.3,0.408166667,0.007183333,76.19532919
8/14/07,0.010333333,106,9.1,0,0.224666667,0.00225,8.8,20.9,0.408166667,0.007183333,76.19063416
8/14/07,0.010333333,105,9.3,0,0.224666667,0.00225,8.7,20.2,0.408166667,0.007183333,76.16338778
8/14/07,0.010333333,105,9.5,0,0.224666667,0.00225,8.4,19.6,0.408166667,0.007183333,76.13398966
8/14/07,0.010333333,104,9.5,0,0.224666667,0.00225,8.4,19.1,0.408166667,0.007183333,76.10330087
8/14/07,0.010333333,103,9.7,0,0.224666667,0.00225,8.2,17.7,0.408166667,0.007183333,76.02897881
8/14/07,0.010333333,103,9.7,0,0.224666667,0.00225,8.1,17,0.408166667,0.007183333,75.98190313
8/14/07,0.010333333,103,9.5,0,0.224666667,0.00225,8,16.9,0.408166667,0.007183333,75.95175126
8/14/07,0.010333333,103,9.2,0,0.224666667,0.00225,7.6,16.4,0.408166667,0.007183333,75.87466941
8/14/07,0.010333333,103,8.7,0,0.224666667,0.00225,7.5,15.3,0.408166667,0.007183333,75.75341271
8/14/07,0.01,103.4137931,7.148275862,0,0.218,0.002,7.675862069,15.02758621,0.427,0.0071,73.4982209
8/14/07,0.010333333,102,8.3,0,0.224666667,0.00225,7.3,14.6,0.408166667,0.007183333,75.66242018
8/14/07,0.010333333,102,7.4,0,0.224666667,0.00225,7.2,13.4,0.408166667,0.007183333,75.49530704
8/14/07,0.010333333,102,6.9,0,0.224666667,0.00225,7.1,13,0.408166667,0.007183333,75.4169679
8/14/07,0.010333333,102,6.1,0,0.224666667,0.00225,7,11.8,0.408166667,0.007183333,75.2597861
8/14/07,0.010333333,101,5.8,0,0.224666667,0.00225,6.9,11.1,0.408166667,0.007183333,75.18288302
8/14/07,0.010333333,101,5.5,0,0.224666667,0.00225,6.9,10.4,0.408166667,0.007183333,75.11017142
8/14/07,0.01,103.4137931,7.148275862,0,0.384,0.002,7.675862069,15.02758621,0.543,0.005,122.9795626
8/14/07,0.010333333,101,5.2,0,0.224666667,0.00225,6.8,9.7,0.408166667,0.007183333,75.03330172
8/14/07,0.010333333,101,5.2,0,0.224666667,0.00225,6.8,9.2,0.408166667,0.007183333,75.00264631
8/14/07,0.010333333,101,4.7,0,0.224666667,0.00225,6.8,9,0.408166667,0.007183333,74.94072745
8/14/07,0.010333333,101,4.3,0,0.224666667,0.00225,6.7,8.8,0.408166667,0.007183333,74.88458182
8/14/07,0.010333333,101,3.9,0,0.224666667,0.00225,6.7,8.6,0.408166667,0.007183333,74.8325943
8/14/07,0.01,103.4137931,7.148275862,0,0.395,0.002,7.675862069,15.02758621,0.554,0.0054,126.4273341
8/14/07,0.010333333,101,3.4,0,0.224666667,0.00225,6.7,8.4,0.408166667,0.007183333,74.77067543
8/14/07,0.010333333,103,2.3,0,0.224666667,0.00225,6.6,8.2,0.408166667,0.007183333,74.64507719
8/14/07,0.012,103.4137931,7.148275862,0,0.311,0.0035,7.675862069,15.02758621,0.484,0.0151,104.5787356
8/14/07,0.010333333,103,1.6,0,0.224666667,0.00225,6.6,8.2,0.408166667,0.007183333,74.57555781
9/11/07,0.017,109,9.4,0,0.198166667,0.0022,8.8,21.5,0.405333333,0.012533333,71.89967602
9/11/07,0.01,105.7619048,5.843809524,0,0.02,0.002,7.580952381,14.5,0.198,0.0062,13.10055887
9/11/07,0.017,110,9.4,0,0.198166667,0.0022,8.8,21.3,0.405333333,0.012533333,71.88744724
9/11/07,0.017,109,9.3,0,0.198166667,0.0022,8.8,21.1,0.405333333,0.012533333,71.86522035
9/11/07,0.017,110,9.3,0,0.198166667,0.0022,8.8,21,0.405333333,0.012533333,71.85912265
9/11/07,0.01,105.7619048,5.843809524,0,0.02,0.002,7.580952381,14.5,0.292,0.0178,16.78157546
9/11/07,0.017,109,9.3,0,0.198166667,0.0022,8.8,21,0.405333333,0.012533333,71.85908927
9/11/07,0.017,110,9.3,0,0.198166667,0.0022,8.8,20.9,0.405333333,0.012533333,71.85299157
9/11/07,0.017,109,9.3,0,0.198166667,0.0022,8.7,20.5,0.405333333,0.012533333,71.82427576
9/11/07,0.017,107,9.1,0,0.198166667,0.0022,8.1,19.2,0.405333333,0.012533333,71.69969362
9/11/07,0.017,105,8.1,0,0.198166667,0.0022,7.5,16.9,0.405333333,0.012533333,71.43434995
9/11/07,0.01,105.7619048,5.843809524,0,0.193,0.002,7.580952381,14.5,0.435,0.015,68.21191151
9/11/07,0.017,104,7,0,0.198166667,0.0022,7.3,14.9,0.405333333,0.012533333,71.19413398
9/11/07,0.017,104,6.3,0,0.198166667,0.0022,7.1,13.4,0.405333333,0.012533333,71.02433216
9/11/07,0.017,102,5.5,0,0.198166667,0.0022,7,11.8,0.405333333,0.012533333,70.84255926
9/11/07,0.017,102,4.6,0,0.198166667,0.0022,6.9,10.6,0.405333333,0.012533333,70.67544611
9/11/07,0.017,103,3.5,0,0.198166667,0.0022,6.8,9.9,0.405333333,0.012533333,70.51915908
9/11/07,0.01,105.7619048,5.843809524,0,0.349,0.002,7.580952381,14.5,0.531,0.009,113.4756477
9/11/07,0.017,102,3.4,0,0.198166667,0.0022,6.8,9.3,0.405333333,0.012533333,70.47240786
9/11/07,0.017,103,2.9,0,0.198166667,0.0022,6.8,9,0.405333333,0.012533333,70.4043913
9/11/07,0.017,103,2.1,0,0.198166667,0.0022,6.7,8.8,0.405333333,0.012533333,70.30852031
9/11/07,0.017,103,1.9,0,0.198166667,0.0022,6.7,8.6,0.405333333,0.012533333,70.27639547
9/11/07,0.017,103,1.6,0,0.198166667,0.0022,6.7,8.4,0.405333333,0.012533333,70.23433928
9/11/07,0.017,104,0.92,0,0.198166667,0.0022,6.6,8.2,0.405333333,0.012533333,70.15041929
9/11/07,0.01,105.7619048,5.843809524,0,0.357,0.002,7.580952381,14.5,0.519,0.0095,116.0042081
9/11/07,0.017,110,0.5,0,0.198166667,0.0022,6.7,8.2,0.405333333,0.012533333,70.11306604
9/11/07,0.052,105.7619048,5.843809524,0,0.25,0.0032,7.580952381,14.5,0.457,0.0177,98.82525168
10/3/07,0.038,108,9.5,0,0.125833333,0.004033333,8.4,16.5,0.3375,0.018933333,57.96789172
10/3/07,0.01,108.0909091,5.974545455,0,0.02,0.002,7.718181818,13.36363636,0.239,0.0099,14.24675751
10/3/07,0.038,108,9.4,0,0.125833333,0.004033333,8.4,16.5,0.3375,0.018933333,57.95796038
10/3/07,0.038,108,9.4,0,0.125833333,0.004033333,8.4,16.5,0.3375,0.018933333,57.95796038
10/3/07,0.038,109,9.3,0,0.125833333,0.004033333,8.4,16.5,0.3375,0.018933333,57.94806242
10/3/07,0.01,108.0909091,5.974545455,0,0.02,0.002,7.718181818,13.36363636,0.243,0.01,14.28514489
10/3/07,0.038,109,9.2,0,0.125833333,0.004033333,8.4,16.5,0.3375,0.018933333,57.93813108
10/3/07,0.038,109,9.2,0,0.125833333,0.004033333,8.4,16.5,0.3375,0.018933333,57.93813108
10/3/07,0.038,109,9.2,0,0.125833333,0.004033333,8.4,16.5,0.3375,0.018933333,57.93813108
10/3/07,0.038,109,9.2,0,0.125833333,0.004033333,8.4,16.5,0.3375,0.018933333,57.93813108
10/3/07,0.038,109,9.2,0,0.125833333,0.004033333,8.4,16.5,0.3375,0.018933333,57.93813108
10/3/07,0.01,108.0909091,5.974545455,0,0.02,0.002,7.718181818,13.36363636,0.222,0.0083,13.73061405
10/3/07,0.038,108,9.2,0,0.125833333,0.004033333,8.4,16.5,0.3375,0.018933333,57.9380977
10/3/07,0.038,109,9.2,0,0.125833333,0.004033333,8.4,16.5,0.3375,0.018933333,57.93813108
10/3/07,0.038,109,8.9,0,0.125833333,0.004033333,8.3,16.4,0.3375,0.018933333,57.89804788
10/3/07,0.038,108,7.2,0,0.125833333,0.004033333,8,16.1,0.3375,0.018933333,57.69831416
10/3/07,0.038,104,3.5,0,0.125833333,0.004033333,6.9,10.8,0.3375,0.018933333,56.96003457
10/3/07,0.038,105,2.5,0,0.125833333,0.004033333,6.8,9.5,0.3375,0.018933333,56.77689238
10/3/07,0.01,108.0909091,5.974545455,0,0.315,0.002,7.718181818,13.36363636,0.479,0.0121,104.0331863
10/3/07,0.038,104,2,0,0.125833333,0.004033333,6.8,9.1,0.3375,0.018933333,56.70267797
10/3/07,0.038,104,1.4,0,0.125833333,0.004033333,6.8,8.8,0.3375,0.018933333,56.62469668
10/3/07,0.038,105,1.1,0,0.125833333,0.004033333,6.7,8.6,0.3375,0.018933333,56.57851578
10/3/07,0.038,105,0.74,0,0.125833333,0.004033333,6.7,8.5,0.3375,0.018933333,56.53663187
10/3/07,0.038,111,1.1,0,0.125833333,0.004033333,6.8,8.3,0.3375,0.018933333,56.56448092
10/3/07,0.038,114,0.5,0,0.125833333,0.004033333,6.8,8.2,0.3375,0.018933333,56.49886194
10/3/07,0.11,108.0909091,5.974545455,0,0.163,0.0091,7.718181818,13.36363636,0.416,0.0399,96.71683414
10/3/07,0.038,114,0.5,0,0.125833333,0.004033333,6.8,8.2,0.3375,0.018933333,56.49886194
10/3/07,0.078,108.0909091,5.974545455,0,0.217,0.0071,7.718181818,13.36363636,0.426,0.0334,101.3702199
11/14/07,0.01,110.125,7.259583333,5,0.091,0.002,7.383333333,10.74583333,0.298,0.0122,36.34494599
11/14/07,0.046833333,108,9.1,5,0.078333333,0.00395,7.5,11.3,0.320833333,0.024016667,47.44777209
11/14/07,0.046833333,108,9,5,0.078333333,0.00395,7.5,11.3,0.320833333,0.024016667,47.43784075
11/14/07,0.046833333,108,9.1,5,0.078333333,0.00395,7.5,11.3,0.320833333,0.024016667,47.44777209
11/14/07,0.046833333,109,9,5,0.078333333,0.00395,7.5,11.3,0.320833333,0.024016667,47.43787413
11/14/07,0.046833333,108,9,5,0.078333333,0.00395,7.5,11.3,0.320833333,0.024016667,47.43784075
11/14/07,0.01,110.125,7.259583333,5,0.092,0.002,7.383333333,10.74583333,0.297,0.012,36.58319814
11/14/07,0.046833333,108,9.1,5,0.078333333,0.00395,7.5,11.3,0.320833333,0.024016667,47.44777209
11/14/07,0.046833333,109,9,5,0.078333333,0.00395,7.5,11.3,0.320833333,0.024016667,47.43787413
11/14/07,0.046833333,108,9,5,0.078333333,0.00395,7.5,11.3,0.320833333,0.024016667,47.43784075
11/14/07,0.046833333,109,9,5,0.078333333,0.00395,7.5,11.3,0.320833333,0.024016667,47.43787413
11/14/07,0.01,110.125,7.259583333,5,0.093,0.002,7.383333333,10.74583333,0.303,0.011,36.59571577
11/14/07,0.046833333,109,9,5,0.078333333,0.00395,7.5,11.3,0.320833333,0.024016667,47.43787413
11/14/07,0.046833333,108,9,5,0.078333333,0.00395,7.5,11.3,0.320833333,0.024016667,47.43784075
11/14/07,0.046833333,109,8.9,5,0.078333333,0.00395,7.5,11.3,0.320833333,0.024016667,47.42794279
11/14/07,0.046833333,108,9,5,0.078333333,0.00395,7.5,11.3,0.320833333,0.024016667,47.43784075
11/14/07,0.046833333,108,9,5,0.078333333,0.00395,7.5,11.3,0.320833333,0.024016667,47.43784075
11/14/07,0.046833333,108,8.8,5,0.078333333,0.00395,7.5,11.3,0.320833333,0.024016667,47.41797807
11/14/07,0.046833333,108,8.8,5,0.078333333,0.00395,7.5,11.3,0.320833333,0.024016667,47.41797807
11/14/07,0.01,110.125,7.259583333,5,0.095,0.002,7.383333333,10.74583333,0.305,0.0121,37.5311997
11/14/07,0.046833333,108,8.8,5,0.078333333,0.00395,7.5,11.2,0.320833333,0.024016667,47.41184699
11/14/07,0.046833333,108,8.2,5,0.078333333,0.00395,7.4,11.1,0.320833333,0.024016667,47.34196976
11/14/07,0.046833333,108,8.1,5,0.078333333,0.00395,7.5,11.2,0.320833333,0.024016667,47.34232761
11/14/07,0.046833333,113,3.2,5,0.078333333,0.00395,7.1,9.4,0.320833333,0.024016667,46.72886696
11/14/07,0.046833333,117,0.63,5,0.078333333,0.00395,7,8.7,0.320833333,0.024016667,46.42668938
11/14/07,0.046833333,119,0.5,5,0.078333333,0.00395,6.9,8.5,0.320833333,0.024016667,46.39742513
11/14/07,0.129,110.125,7.259583333,5,0.047,0.0085,7.383333333,10.74583333,0.356,0.0499,70.40173491
11/14/07,0.046833333,118,0.5,5,0.078333333,0.00395,6.9,8.5,0.320833333,0.024016667,46.39739175
11/14/07,0.046833333,119,0.5,5,0.078333333,0.00395,6.9,8.5,0.320833333,0.024016667,46.39742513
11/14/07,0.112,110.125,7.259583333,5,0.052,0.0072,7.383333333,10.74583333,0.366,0.0469,65.9006302
12/11/07,0.012166667,105,8.4,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.28872584
12/11/07,0.01,104.7272727,8.445454545,14,0.2,0.0054,7.3,8.7,0.397,0.0139,69.83935299
12/11/07,0.012166667,105,8.5,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.29865718
12/11/07,0.012166667,105,8.5,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.29865718
12/11/07,0.012166667,105,8.5,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.29865718
12/11/07,0.011,104.7272727,8.445454545,14,0.199,0.0055,7.3,8.7,0.397,0.0154,70.29118922
12/11/07,0.012166667,104,8.4,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.28869246
12/11/07,0.012166667,104,8.4,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.28869246
12/11/07,0.012166667,105,8.4,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.28872584
12/11/07,0.012166667,104,8.4,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.28869246
12/11/07,0.012166667,105,8.5,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.29865718
12/11/07,0.013,104.7272727,8.445454545,14,0.2,0.0053,7.3,8.7,0.411,0.0159,71.36947423
12/11/07,0.012166667,105,8.4,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.28872584
12/11/07,0.012166667,105,8.5,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.29865718
12/11/07,0.012166667,104,8.5,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.2986238
12/11/07,0.012166667,105,8.5,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.29865718
12/11/07,0.012166667,104,8.4,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.28869246
12/11/07,0.012,104.7272727,8.445454545,14,0.195,0.0056,7.3,8.7,0.423,0.0184,70.34663396
12/11/07,0.012166667,105,8.4,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.28872584
12/11/07,0.012166667,105,8.4,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.28872584
12/11/07,0.012166667,105,8.5,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.29865718
12/11/07,0.012166667,104,8.4,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.28869246
12/11/07,0.012166667,105,8.4,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.28872584
12/11/07,0.013,104.7272727,8.445454545,14,0.196,0.0056,7.3,8.7,0.369,0.0138,69.45287545
12/11/07,0.012166667,105,8.4,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.28872584
12/11/07,0.012166667,105,8.5,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.29865718
12/11/07,0.014,104.7272727,8.445454545,14,0.195,0.0053,7.3,8.7,0.407,0.0169,70.45986006
12/11/07,0.012166667,105,8.5,14,0.1975,0.00545,7.3,8.7,0.400666667,0.015716667,70.29865718
1/15/08,0.01,103,11.5,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.89676783
1/15/08,0.01,103.5714286,11.02380952,3,0.256,0.0088,7.7,6.5,0.428,0.015,87.23500176
1/15/08,0.01,103,11.2,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.86697381
1/15/08,0.01,103,11.1,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.85704247
1/15/08,0.01,104,11,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.84714451
1/15/08,0.01,104,11.1,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.85707585
1/15/08,0.01,103.5714286,11.02380952,3,0.258,0.009,7.7,6.5,0.444,0.0166,88.35230838
1/15/08,0.01,104,11.1,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.85707585
1/15/08,0.01,103,11,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.84711113
1/15/08,0.01,103,10.9,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.83717979
1/15/08,0.01,103,10.9,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.83717979
1/15/08,0.01,103.5714286,11.02380952,3,0.251,0.009,7.7,6.5,0.432,0.015,85.74363509
1/15/08,0.01,103,11,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.84711113
1/15/08,0.01,104,11,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.84714451
1/15/08,0.01,103,11,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.84711113
1/15/08,0.01,104,11,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.84714451
1/15/08,0.01,104,11,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.84714451
1/15/08,0.01,103.5714286,11.02380952,3,0.257,0.0084,7.7,6.5,0.424,0.0152,87.58235754
1/15/08,0.01,104,11,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.84714451
1/15/08,0.01,104,11,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.84714451
1/15/08,0.01,104,10.9,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.83721317
1/15/08,0.01,104,10.9,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.83721317
1/15/08,0.01,104,10.9,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.83721317
1/15/08,0.01,103,11,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.84711113
1/15/08,0.01,103.5714286,11.02380952,3,0.26,0.0087,7.7,6.5,0.425,0.0159,88.69961409
1/15/08,0.01,104,11,3,0.257166667,0.008766667,7.7,6.5,0.432333333,0.01585,87.84714451
1/15/08,0.01,103.5714286,11.02380952,3,0.261,0.0087,7.7,6.5,0.441,0.0174,89.484052
2/12/08,0.01,102,12.2,4,0.295166667,0.008083333,7.4,5.6,0.467,0.015916667,99.39898036
2/12/08,0.01,102.7727273,11.91363636,4,0.297,0.0083,7.35,5.445454545,0.48,0.0175,100.4151826
2/12/08,0.01,102,12.2,4,0.295166667,0.008083333,7.4,5.5,0.467,0.015916667,99.39284928
2/12/08,0.01,103,12.1,4,0.295166667,0.008083333,7.4,5.5,0.467,0.015916667,99.38295132
2/12/08,0.01,103,12.1,4,0.295166667,0.008083333,7.4,5.5,0.467,0.015916667,99.38295132
2/12/08,0.01,102.7727273,11.91363636,4,0.297,0.0081,7.35,5.445454545,0.496,0.0155,99.84531348
2/12/08,0.01,103,12.1,4,0.295166667,0.008083333,7.4,5.5,0.467,0.015916667,99.38295132
2/12/08,0.01,103,12,4,0.295166667,0.008083333,7.4,5.5,0.467,0.015916667,99.37301998
2/12/08,0.01,103,11.9,4,0.295166667,0.008083333,7.4,5.5,0.467,0.015916667,99.36308864
2/12/08,0.01,103,12,4,0.295166667,0.008083333,7.4,5.5,0.467,0.015916667,99.37301998
2/12/08,0.01,103,11.9,4,0.295166667,0.008083333,7.4,5.5,0.467,0.015916667,99.36308864
2/12/08,0.01,102.7727273,11.91363636,4,0.298,0.0081,7.35,5.445454545,0.454,0.0152,99.96798622
2/12/08,0.01,103,11.9,4,0.295166667,0.008083333,7.4,5.4,0.467,0.015916667,99.35695756
2/12/08,0.01,103,11.8,4,0.295166667,0.008083333,7.4,5.4,0.467,0.015916667,99.34702622
2/12/08,0.01,103,11.9,4,0.295166667,0.008083333,7.3,5.4,0.467,0.015916667,99.35279946
2/12/08,0.01,102,11.9,4,0.295166667,0.008083333,7.3,5.4,0.467,0.015916667,99.35276608
2/12/08,0.01,102,11.9,4,0.295166667,0.008083333,7.3,5.4,0.467,0.015916667,99.35276608
2/12/08,0.01,103,11.8,4,0.295166667,0.008083333,7.3,5.4,0.467,0.015916667,99.34286812
2/12/08,0.01,102.7727273,11.91363636,4,0.291,0.0078,7.35,5.445454545,0.448,0.0152,97.84890232
2/12/08,0.01,103,11.8,4,0.295166667,0.008083333,7.3,5.4,0.467,0.015916667,99.34286812
2/12/08,0.01,103,11.8,4,0.295166667,0.008083333,7.3,5.4,0.467,0.015916667,99.34286812
2/12/08,0.01,103,11.8,4,0.295166667,0.008083333,7.3,5.4,0.467,0.015916667,99.34286812
2/12/08,0.01,103,11.8,4,0.295166667,0.008083333,7.3,5.4,0.467,0.015916667,99.34286812
2/12/08,0.01,102.7727273,11.91363636,4,0.294,0.008,7.35,5.445454545,0.457,0.0154,98.83143584
2/12/08,0.01,102,11.7,4,0.295166667,0.008083333,7.3,5.4,0.467,0.015916667,99.3329034
2/12/08,0.01,103,11.8,4,0.295166667,0.008083333,7.3,5.4,0.467,0.015916667,99.34286812
2/12/08,0.01,102.7727273,11.91363636,4,0.294,0.0082,7.35,5.445454545,0.467,0.0167,99.24525187
2/12/08,0.01,103,11.7,4,0.295166667,0.008083333,7.3,5.4,0.467,0.015916667,99.33293678
3/12/08,0.01,97.69090909,12.15909091,0,0.267,0.002,8.013636364,7.068181818,0.511,0.0136,90.37044311
3/12/08,0.01,97.6,12.1,0,0.275,0.002,8.1,7.3,0.483,0.012733333,92.46697762
3/12/08,0.01,97.6,12.1,0,0.275,0.002,8.1,7.2,0.483,0.012733333,92.46084654
3/12/08,0.01,97.8,12.1,0,0.275,0.002,8.1,7.2,0.483,0.012733333,92.46085321
3/12/08,0.01,97.8,12.1,0,0.275,0.002,8.1,7.2,0.483,0.012733333,92.46085321
3/12/08,0.01,97.8,12,0,0.275,0.002,8.1,7.2,0.483,0.012733333,92.45092187
3/12/08,0.01,97.69090909,12.15909091,0,0.268,0.002,8.013636364,7.068181818,0.488,0.0142,90.80313572
3/12/08,0.01,97.5,12.1,0,0.275,0.002,8.1,7.1,0.483,0.012733333,92.45471212
3/12/08,0.01,97.8,12.2,0,0.275,0.002,8.1,7.1,0.483,0.012733333,92.46465347
3/12/08,0.01,97.7,12.3,0,0.275,0.002,8.1,7.1,0.483,0.012733333,92.47458147
3/12/08,0.01,97.8,12.2,0,0.275,0.002,8.1,7.1,0.483,0.012733333,92.46465347
3/12/08,0.01,97.5,12.2,0,0.275,0.002,8.1,7.1,0.483,0.012733333,92.46464346
3/12/08,0.01,97.69090909,12.15909091,0,0.272,0.002,8.013636364,7.068181818,0.482,0.0124,91.45154876
3/12/08,0.01,97.6,12.3,0,0.275,0.002,8.1,7.1,0.483,0.012733333,92.47457814
3/12/08,0.01,97.8,12.3,0,0.275,0.002,8.1,7.1,0.483,0.012733333,92.47458481
3/12/08,0.01,97.7,12.2,0,0.275,0.002,8.1,7.1,0.483,0.012733333,92.46465013
3/12/08,0.01,97.6,12.3,0,0.275,0.002,8,7.1,0.483,0.012733333,92.47042003
3/12/08,0.01,98,12.3,0,0.275,0.002,8,7.1,0.483,0.012733333,92.47043338
