,CollectDate,Ammmonia Nitrogen (mg/L),Conductivity (µmhos/cm),Dissolved Oxygen (mg/L),Fecal Coliform (CFU/100ml),Nitrate Nitrite (mg/L),Orthophosphate Phosphate (mg/L),pH,Temperature (°C),Total Nitrogen (mg/L),Total Phosphorus (mg/L)
3291,2006-12-05,0.024999999999999998,104.0,8.4,1.0,0.24516666666666664,0.011383333333333334,7.1,8.6,0.4436666666666667,0.025000000000000005
3292,2006-12-05,0.024999999999999998,104.0,8.4,1.0,0.24516666666666664,0.011383333333333334,7.2,8.6,0.4436666666666667,0.025000000000000005
3293,2006-12-05,0.024999999999999998,104.0,8.4,1.0,0.24516666666666664,0.011383333333333334,7.1,8.6,0.4436666666666667,0.025000000000000005
3294,2006-12-05,0.024999999999999998,104.0,8.4,1.0,0.24516666666666664,0.011383333333333334,7.1,8.6,0.4436666666666667,0.025000000000000005
3295,2006-12-05,0.024999999999999998,104.0,8.4,1.0,0.24516666666666664,0.011383333333333334,7.1,8.6,0.4436666666666667,0.025000000000000005
3297,2006-12-05,0.024999999999999998,104.0,8.4,1.0,0.24516666666666664,0.011383333333333334,7.1,8.6,0.4436666666666667,0.025000000000000005
3298,2006-12-05,0.024999999999999998,104.0,8.4,1.0,0.24516666666666664,0.011383333333333334,7.1,8.6,0.4436666666666667,0.025000000000000005
3299,2006-12-05,0.024999999999999998,104.0,8.4,1.0,0.24516666666666664,0.011383333333333334,7.1,8.5,0.4436666666666667,0.025000000000000005
3300,2006-12-05,0.024999999999999998,104.0,8.4,1.0,0.24516666666666664,0.011383333333333334,7.1,8.5,0.4436666666666667,0.025000000000000005
3301,2006-12-05,0.024999999999999998,104.0,8.4,1.0,0.24516666666666664,0.011383333333333334,7.1,8.5,0.4436666666666667,0.025000000000000005
3303,2006-12-05,0.024999999999999998,104.0,8.3,1.0,0.24516666666666664,0.011383333333333334,7.1,8.5,0.4436666666666667,0.025000000000000005
3305,2006-12-05,0.024999999999999998,104.0,8.4,1.0,0.24516666666666664,0.011383333333333334,7.1,8.4,0.4436666666666667,0.025000000000000005
3308,2007-01-04,0.01,102.0,9.7,4.5,0.3097142857142857,0.0127,7.4,7.0,0.48371428571428565,0.0225
3310,2007-01-04,0.01,102.0,9.6,4.5,0.3097142857142857,0.0127,7.4,7.0,0.48371428571428565,0.0225
3312,2007-01-04,0.01,102.0,9.7,4.5,0.3097142857142857,0.0127,7.4,7.0,0.48371428571428565,0.0225
3313,2007-01-04,0.01,102.0,9.8,4.5,0.3097142857142857,0.0127,7.4,7.0,0.48371428571428565,0.0225
3314,2007-01-04,0.01,102.0,9.8,4.5,0.3097142857142857,0.0127,7.4,7.0,0.48371428571428565,0.0225
3316,2007-01-04,0.01,103.0,9.9,4.5,0.3097142857142857,0.0127,7.4,7.0,0.48371428571428565,0.0225
3317,2007-01-04,0.01,102.0,9.9,4.5,0.3097142857142857,0.0127,7.4,7.0,0.48371428571428565,0.0225
3318,2007-01-04,0.01,102.0,10.0,4.5,0.3097142857142857,0.0127,7.4,7.0,0.48371428571428565,0.0225
3319,2007-01-04,0.01,102.0,10.0,4.5,0.3097142857142857,0.0127,7.4,7.0,0.48371428571428565,0.0225
3320,2007-01-04,0.01,102.0,10.0,4.5,0.3097142857142857,0.0127,7.4,7.0,0.48371428571428565,0.0225
3322,2007-01-04,0.01,102.0,10.0,4.5,0.3097142857142857,0.0127,7.4,7.0,0.48371428571428565,0.0225
3323,2007-01-04,0.01,102.0,10.0,4.5,0.3097142857142857,0.0127,7.4,7.0,0.48371428571428565,0.0225
3324,2007-01-04,0.01,103.0,10.1,4.5,0.3097142857142857,0.0127,7.5,7.0,0.48371428571428565,0.0225
3325,2007-01-04,0.01,102.0,10.0,4.5,0.3097142857142857,0.0127,7.5,7.0,0.48371428571428565,0.0225
3326,2007-01-04,0.01,102.0,10.1,4.5,0.3097142857142857,0.0127,7.5,7.0,0.48371428571428565,0.0225
3328,2007-01-04,0.01,102.0,10.1,4.5,0.3097142857142857,0.0127,7.5,7.0,0.48371428571428565,0.0225
3329,2007-01-04,0.01,102.0,10.1,4.5,0.3097142857142857,0.0127,7.5,7.0,0.48371428571428565,0.0225
3330,2007-01-04,0.01,103.0,10.1,4.5,0.3097142857142857,0.0127,7.5,7.0,0.48371428571428565,0.0225
3331,2007-01-04,0.01,102.0,10.1,4.5,0.3097142857142857,0.0127,7.5,7.0,0.48371428571428565,0.0225
3332,2007-01-04,0.01,102.0,10.1,4.5,0.3097142857142857,0.0127,7.5,7.0,0.48371428571428565,0.0225
3334,2007-01-04,0.01,103.0,10.1,4.5,0.3097142857142857,0.0127,7.5,7.0,0.48371428571428565,0.0225
3335,2007-01-04,0.01,103.0,10.1,4.5,0.3097142857142857,0.0127,7.5,7.0,0.48371428571428565,0.0225
3338,2007-02-12,0.01,101.0,11.7,3.0,0.3615000000000001,0.011099999999999999,7.5,6.5,0.5475,0.023733333333333332
3339,2007-02-12,0.01,101.0,11.4,3.0,0.3615000000000001,0.011099999999999999,7.5,6.5,0.5475,0.023733333333333332
3340,2007-02-12,0.01,101.0,11.3,3.0,0.3615000000000001,0.011099999999999999,7.5,6.4,0.5475,0.023733333333333332
3341,2007-02-12,0.01,101.0,11.2,3.0,0.3615000000000001,0.011099999999999999,7.5,6.3,0.5475,0.023733333333333332
3343,2007-02-12,0.01,101.0,11.2,3.0,0.3615000000000001,0.011099999999999999,7.5,6.3,0.5475,0.023733333333333332
3344,2007-02-12,0.01,101.0,11.2,3.0,0.3615000000000001,0.011099999999999999,7.5,6.3,0.5475,0.023733333333333332
3345,2007-02-12,0.01,101.0,11.2,3.0,0.3615000000000001,0.011099999999999999,7.5,6.3,0.5475,0.023733333333333332
3346,2007-02-12,0.01,101.0,11.2,3.0,0.3615000000000001,0.011099999999999999,7.5,6.2,0.5475,0.023733333333333332
3347,2007-02-12,0.01,101.0,10.9,3.0,0.3615000000000001,0.011099999999999999,7.4,6.0,0.5475,0.023733333333333332
3348,2007-02-12,0.01,101.0,10.9,3.0,0.3615000000000001,0.011099999999999999,7.4,5.9,0.5475,0.023733333333333332
3350,2007-02-12,0.01,101.0,10.8,3.0,0.3615000000000001,0.011099999999999999,7.4,5.8,0.5475,0.023733333333333332
3351,2007-02-12,0.01,101.0,10.8,3.0,0.3615000000000001,0.011099999999999999,7.4,5.7,0.5475,0.023733333333333332
3352,2007-02-12,0.01,101.0,10.8,3.0,0.3615000000000001,0.011099999999999999,7.4,5.7,0.5475,0.023733333333333332
3353,2007-02-12,0.01,101.0,10.8,3.0,0.3615000000000001,0.011099999999999999,7.4,5.7,0.5475,0.023733333333333332
3354,2007-02-12,0.01,101.0,10.8,3.0,0.3615000000000001,0.011099999999999999,7.4,5.7,0.5475,0.023733333333333332
3356,2007-02-12,0.01,101.0,10.8,3.0,0.3615000000000001,0.011099999999999999,7.4,5.7,0.5475,0.023733333333333332
3357,2007-02-12,0.01,101.0,10.7,3.0,0.3615000000000001,0.011099999999999999,7.4,5.6,0.5475,0.023733333333333332
3358,2007-02-12,0.01,101.0,10.6,3.0,0.3615000000000001,0.011099999999999999,7.4,5.6,0.5475,0.023733333333333332
3359,2007-02-12,0.01,102.0,10.6,3.0,0.3615000000000001,0.011099999999999999,7.4,5.6,0.5475,0.023733333333333332
3361,2007-02-12,0.01,101.0,10.6,3.0,0.3615000000000001,0.011099999999999999,7.4,5.6,0.5475,0.023733333333333332
3362,2007-02-12,0.01,101.0,10.5,3.0,0.3615000000000001,0.011099999999999999,7.3,5.6,0.5475,0.023733333333333332
3363,2007-02-12,0.01,101.0,10.4,3.0,0.3615000000000001,0.011099999999999999,7.3,5.6,0.5475,0.023733333333333332
3366,2007-03-13,0.01,102.0,12.0,1.0,0.34,0.002533333333333333,7.9,7.1,0.5675,0.018733333333333334
3367,2007-03-13,0.01,101.0,11.8,1.0,0.34,0.002533333333333333,7.9,7.2,0.5675,0.018733333333333334
3368,2007-03-13,0.01,101.0,11.8,1.0,0.34,0.002533333333333333,7.9,7.1,0.5675,0.018733333333333334
3369,2007-03-13,0.01,101.0,11.8,1.0,0.34,0.002533333333333333,7.9,7.2,0.5675,0.018733333333333334
3371,2007-03-13,0.01,102.0,11.8,1.0,0.34,0.002533333333333333,7.9,7.1,0.5675,0.018733333333333334
3372,2007-03-13,0.01,102.0,11.8,1.0,0.34,0.002533333333333333,7.9,7.1,0.5675,0.018733333333333334
3373,2007-03-13,0.01,102.0,11.8,1.0,0.34,0.002533333333333333,7.9,7.1,0.5675,0.018733333333333334
3374,2007-03-13,0.01,102.0,11.8,1.0,0.34,0.002533333333333333,7.9,7.1,0.5675,0.018733333333333334
3375,2007-03-13,0.01,102.0,11.9,1.0,0.34,0.002533333333333333,7.9,7.1,0.5675,0.018733333333333334
3377,2007-03-13,0.01,101.0,11.9,1.0,0.34,0.002533333333333333,7.9,7.1,0.5675,0.018733333333333334
3378,2007-03-13,0.01,102.0,11.9,1.0,0.34,0.002533333333333333,7.9,7.1,0.5675,0.018733333333333334
3379,2007-03-13,0.01,101.0,11.9,1.0,0.34,0.002533333333333333,7.9,7.1,0.5675,0.018733333333333334
3380,2007-03-13,0.01,101.0,11.9,1.0,0.34,0.002533333333333333,7.9,7.0,0.5675,0.018733333333333334
3381,2007-03-13,0.01,101.0,11.9,1.0,0.34,0.002533333333333333,7.9,7.0,0.5675,0.018733333333333334
3383,2007-03-13,0.01,101.0,11.9,1.0,0.34,0.002533333333333333,7.9,7.0,0.5675,0.018733333333333334
3384,2007-03-13,0.01,101.0,11.9,1.0,0.34,0.002533333333333333,7.9,7.0,0.5675,0.018733333333333334
3385,2007-03-13,0.01,101.0,11.8,1.0,0.34,0.002533333333333333,7.9,7.0,0.5675,0.018733333333333334
3386,2007-03-13,0.01,101.0,11.8,1.0,0.34,0.002533333333333333,7.8,6.9,0.5675,0.018733333333333334
3387,2007-03-13,0.01,101.0,11.8,1.0,0.34,0.002533333333333333,7.8,6.9,0.5675,0.018733333333333334
3389,2007-03-13,0.01,102.0,11.7,1.0,0.34,0.002533333333333333,7.8,6.8,0.5675,0.018733333333333334
3390,2007-03-13,0.01,101.0,11.7,1.0,0.34,0.002533333333333333,7.7,6.5,0.5675,0.018733333333333334
3392,2007-03-13,0.01,102.0,11.5,1.0,0.34,0.002533333333333333,7.6,6.4,0.5675,0.018733333333333334
3417,2007-04-11,0.015666666666666666,100.0,10.4,1.0,0.32433333333333336,0.00285,8.2,10.4,0.5584999999999999,0.013216666666666666
3418,2007-04-11,0.015666666666666666,100.0,10.4,1.0,0.32433333333333336,0.00285,8.2,10.4,0.5584999999999999,0.013216666666666666
3419,2007-04-11,0.015666666666666666,100.0,10.4,1.0,0.32433333333333336,0.00285,8.2,10.3,0.5584999999999999,0.013216666666666666
3420,2007-04-11,0.015666666666666666,100.0,10.5,1.0,0.32433333333333336,0.00285,8.1,10.2,0.5584999999999999,0.013216666666666666
3422,2007-04-11,0.015666666666666666,99.9,10.5,1.0,0.32433333333333336,0.00285,8.1,10.2,0.5584999999999999,0.013216666666666666
3423,2007-04-11,0.015666666666666666,99.9,10.6,1.0,0.32433333333333336,0.00285,8.1,9.9,0.5584999999999999,0.013216666666666666
3424,2007-04-11,0.015666666666666666,99.5,10.5,1.0,0.32433333333333336,0.00285,8,9.6,0.5584999999999999,0.013216666666666666
3425,2007-04-11,0.015666666666666666,99.6,10.6,1.0,0.32433333333333336,0.00285,7.9,9.2,0.5584999999999999,0.013216666666666666
3426,2007-04-11,0.015666666666666666,99.6,10.6,1.0,0.32433333333333336,0.00285,7.8,9.1,0.5584999999999999,0.013216666666666666
3427,2007-04-11,0.015666666666666666,99.5,10.6,1.0,0.32433333333333336,0.00285,7.8,8.8,0.5584999999999999,0.013216666666666666
3429,2007-04-11,0.015666666666666666,99.3,10.6,1.0,0.32433333333333336,0.00285,7.7,8.5,0.5584999999999999,0.013216666666666666
3430,2007-04-11,0.015666666666666666,99.5,10.6,1.0,0.32433333333333336,0.00285,7.7,8.3,0.5584999999999999,0.013216666666666666
3431,2007-04-11,0.015666666666666666,99.5,10.6,1.0,0.32433333333333336,0.00285,7.7,8.3,0.5584999999999999,0.013216666666666666
3432,2007-04-11,0.015666666666666666,99.4,10.6,1.0,0.32433333333333336,0.00285,7.6,8.2,0.5584999999999999,0.013216666666666666
3433,2007-04-11,0.015666666666666666,99.9,10.6,1.0,0.32433333333333336,0.00285,7.6,8.1,0.5584999999999999,0.013216666666666666
3435,2007-04-11,0.015666666666666666,99.9,10.6,1.0,0.32433333333333336,0.00285,7.6,7.9,0.5584999999999999,0.013216666666666666
3436,2007-04-11,0.015666666666666666,100.0,10.4,1.0,0.32433333333333336,0.00285,7.5,7.6,0.5584999999999999,0.013216666666666666
3437,2007-04-11,0.015666666666666666,100.0,10.3,1.0,0.32433333333333336,0.00285,7.4,7.3,0.5584999999999999,0.013216666666666666
3438,2007-04-11,0.015666666666666666,100.0,10.0,1.0,0.32433333333333336,0.00285,7.4,7.1,0.5584999999999999,0.013216666666666666
3440,2007-04-11,0.015666666666666666,100.0,9.8,1.0,0.32433333333333336,0.00285,7.3,7.1,0.5584999999999999,0.013216666666666666
3441,2007-04-11,0.015666666666666666,101.0,9.6,1.0,0.32433333333333336,0.00285,7.3,7.1,0.5584999999999999,0.013216666666666666
3442,2007-04-11,0.015666666666666666,101.0,9.6,1.0,0.32433333333333336,0.00285,7.3,7.1,0.5584999999999999,0.013216666666666666
3467,2007-05-15,0.026666666666666672,104.0,10.0,0.0,0.32550000000000007,0.003283333333333333,7.8,15.1,0.5235,0.011683333333333332
3468,2007-05-15,0.026666666666666672,103.0,10.0,0.0,0.32550000000000007,0.003283333333333333,7.8,14.6,0.5235,0.011683333333333332
3469,2007-05-15,0.026666666666666672,103.0,10.0,0.0,0.32550000000000007,0.003283333333333333,7.8,14.4,0.5235,0.011683333333333332
3470,2007-05-15,0.026666666666666672,103.0,10.0,0.0,0.32550000000000007,0.003283333333333333,7.7,14.4,0.5235,0.011683333333333332
3472,2007-05-15,0.026666666666666672,103.0,10.0,0.0,0.32550000000000007,0.003283333333333333,7.7,14.3,0.5235,0.011683333333333332
3473,2007-05-15,0.026666666666666672,102.0,10.0,0.0,0.32550000000000007,0.003283333333333333,7.5,12.8,0.5235,0.011683333333333332
3474,2007-05-15,0.026666666666666672,102.0,10.0,0.0,0.32550000000000007,0.003283333333333333,7.4,11.6,0.5235,0.011683333333333332
3475,2007-05-15,0.026666666666666672,101.0,9.9,0.0,0.32550000000000007,0.003283333333333333,7.3,10.9,0.5235,0.011683333333333332
3477,2007-05-15,0.026666666666666672,102.0,9.7,0.0,0.32550000000000007,0.003283333333333333,7.2,10.4,0.5235,0.011683333333333332
3478,2007-05-15,0.026666666666666672,101.0,9.5,0.0,0.32550000000000007,0.003283333333333333,7.1,9.8,0.5235,0.011683333333333332
3479,2007-05-15,0.026666666666666672,101.0,9.4,0.0,0.32550000000000007,0.003283333333333333,7.1,9.3,0.5235,0.011683333333333332
3480,2007-05-15,0.026666666666666672,101.0,9.3,0.0,0.32550000000000007,0.003283333333333333,7.1,9.0,0.5235,0.011683333333333332
3481,2007-05-15,0.026666666666666672,101.0,9.0,0.0,0.32550000000000007,0.003283333333333333,7,8.8,0.5235,0.011683333333333332
3482,2007-05-15,0.026666666666666672,101.0,8.9,0.0,0.32550000000000007,0.003283333333333333,7,8.3,0.5235,0.011683333333333332
3484,2007-05-15,0.026666666666666672,101.0,8.6,0.0,0.32550000000000007,0.003283333333333333,6.9,8.2,0.5235,0.011683333333333332
3485,2007-05-15,0.026666666666666672,101.0,7.9,0.0,0.32550000000000007,0.003283333333333333,6.9,8.0,0.5235,0.011683333333333332
3486,2007-05-15,0.026666666666666672,101.0,7.4,0.0,0.32550000000000007,0.003283333333333333,6.8,7.8,0.5235,0.011683333333333332
3487,2007-05-15,0.026666666666666672,101.0,7.3,0.0,0.32550000000000007,0.003283333333333333,6.8,7.8,0.5235,0.011683333333333332
3488,2007-05-15,0.026666666666666672,101.0,7.3,0.0,0.32550000000000007,0.003283333333333333,6.8,7.8,0.5235,0.011683333333333332
3490,2007-05-15,0.026666666666666672,101.0,6.7,0.0,0.32550000000000007,0.003283333333333333,6.7,7.7,0.5235,0.011683333333333332
3516,2007-06-12,0.028666666666666674,105.0,8.6,0.0,0.3105,0.00205,8.4,18.3,0.5291666666666667,0.009633333333333332
3517,2007-06-12,0.028666666666666674,105.0,8.8,0.0,0.3105,0.00205,8.4,18.2,0.5291666666666667,0.009633333333333332
3518,2007-06-12,0.028666666666666674,105.0,8.9,0.0,0.3105,0.00205,8.4,18.1,0.5291666666666667,0.009633333333333332
3519,2007-06-12,0.028666666666666674,105.0,9.0,0.0,0.3105,0.00205,8.4,18.1,0.5291666666666667,0.009633333333333332
3521,2007-06-12,0.028666666666666674,105.0,8.9,0.0,0.3105,0.00205,8.4,18.0,0.5291666666666667,0.009633333333333332
3522,2007-06-12,0.028666666666666674,105.0,9.1,0.0,0.3105,0.00205,8.4,18.0,0.5291666666666667,0.009633333333333332
3523,2007-06-12,0.028666666666666674,105.0,8.9,0.0,0.3105,0.00205,8.1,17.2,0.5291666666666667,0.009633333333333332
3524,2007-06-12,0.028666666666666674,103.0,8.6,0.0,0.3105,0.00205,7.4,14.1,0.5291666666666667,0.009633333333333332
3525,2007-06-12,0.028666666666666674,102.0,8.7,0.0,0.3105,0.00205,7.4,12.2,0.5291666666666667,0.009633333333333332
3526,2007-06-12,0.028666666666666674,102.0,8.3,0.0,0.3105,0.00205,7.2,11.3,0.5291666666666667,0.009633333333333332
3528,2007-06-12,0.028666666666666674,101.0,8.1,0.0,0.3105,0.00205,7.2,10.2,0.5291666666666667,0.009633333333333332
3529,2007-06-12,0.028666666666666674,102.0,7.8,0.0,0.3105,0.00205,7.1,9.7,0.5291666666666667,0.009633333333333332
3530,2007-06-12,0.028666666666666674,102.0,7.7,0.0,0.3105,0.00205,7,9.3,0.5291666666666667,0.009633333333333332
3531,2007-06-12,0.028666666666666674,102.0,7.6,0.0,0.3105,0.00205,7,9.0,0.5291666666666667,0.009633333333333332
3533,2007-06-12,0.028666666666666674,101.0,7.1,0.0,0.3105,0.00205,6.9,8.7,0.5291666666666667,0.009633333333333332
3534,2007-06-12,0.028666666666666674,102.0,7.0,0.0,0.3105,0.00205,6.9,8.4,0.5291666666666667,0.009633333333333332
3535,2007-06-12,0.028666666666666674,102.0,6.7,0.0,0.3105,0.00205,6.9,8.2,0.5291666666666667,0.009633333333333332
3536,2007-06-12,0.028666666666666674,102.0,6.2,0.0,0.3105,0.00205,6.8,8.1,0.5291666666666667,0.009633333333333332
3537,2007-06-12,0.028666666666666674,102.0,5.7,0.0,0.3105,0.00205,6.8,7.9,0.5291666666666667,0.009633333333333332
3538,2007-06-12,0.028666666666666674,102.0,5.5,0.0,0.3105,0.00205,6.8,7.9,0.5291666666666667,0.009633333333333332
3540,2007-06-12,0.028666666666666674,102.0,5.3,0.0,0.3105,0.00205,6.8,7.9,0.5291666666666667,0.009633333333333332
3542,2007-06-12,0.028666666666666674,101.0,5.2,0.0,0.3105,0.00205,6.8,7.9,0.5291666666666667,0.009633333333333332
3569,2007-07-10,0.01,107.0,9.5,0.0,0.217,0.002,9,22.8,0.4618333333333333,0.0106
3571,2007-07-10,0.01,107.0,9.7,0.0,0.217,0.002,9.1,22.5,0.4618333333333333,0.0106
3572,2007-07-10,0.01,107.0,9.7,0.0,0.217,0.002,9.1,22.2,0.4618333333333333,0.0106
3573,2007-07-10,0.01,107.0,9.7,0.0,0.217,0.002,9.1,22.1,0.4618333333333333,0.0106
3575,2007-07-10,0.01,107.0,10.3,0.0,0.217,0.002,9.1,21.5,0.4618333333333333,0.0106
3576,2007-07-10,0.01,106.0,10.6,0.0,0.217,0.002,9.1,19.9,0.4618333333333333,0.0106
3577,2007-07-10,0.01,106.0,11.2,0.0,0.217,0.002,9.1,18.9,0.4618333333333333,0.0106
3578,2007-07-10,0.01,105.0,10.7,0.0,0.217,0.002,8.7,17.4,0.4618333333333333,0.0106
3579,2007-07-10,0.01,104.0,9.8,0.0,0.217,0.002,8,16.2,0.4618333333333333,0.0106
3581,2007-07-10,0.01,103.0,9.0,0.0,0.217,0.002,7.6,14.7,0.4618333333333333,0.0106
3582,2007-07-10,0.01,103.0,8.2,0.0,0.217,0.002,7.4,13.9,0.4618333333333333,0.0106
3583,2007-07-10,0.01,102.0,7.7,0.0,0.217,0.002,7.2,12.3,0.4618333333333333,0.0106
3584,2007-07-10,0.01,102.0,7.2,0.0,0.217,0.002,7.2,11.2,0.4618333333333333,0.0106
3585,2007-07-10,0.01,102.0,6.8,0.0,0.217,0.002,7.1,10.1,0.4618333333333333,0.0106
3587,2007-07-10,0.01,102.0,6.2,0.0,0.217,0.002,7,9.2,0.4618333333333333,0.0106
3588,2007-07-10,0.01,102.0,5.6,0.0,0.217,0.002,6.9,8.8,0.4618333333333333,0.0106
3589,2007-07-10,0.01,101.0,5.4,0.0,0.217,0.002,6.9,8.6,0.4618333333333333,0.0106
3590,2007-07-10,0.01,102.0,5.1,0.0,0.217,0.002,6.8,8.3,0.4618333333333333,0.0106
3591,2007-07-10,0.01,102.0,3.9,0.0,0.217,0.002,6.7,8.1,0.4618333333333333,0.0106
3593,2007-07-10,0.01,102.0,3.3,0.0,0.217,0.002,6.7,8.1,0.4618333333333333,0.0106
3594,2007-07-10,0.01,102.0,3.1,0.0,0.217,0.002,6.7,8.1,0.4618333333333333,0.0106
3595,2007-07-10,0.01,102.0,2.9,0.0,0.217,0.002,6.7,8.1,0.4618333333333333,0.0106
3621,2007-08-14,0.010333333333333333,107.0,8.6,0.0,0.22466666666666665,0.00225,8.8,21.5,0.4081666666666666,0.007183333333333333
3622,2007-08-14,0.010333333333333333,107.0,8.7,0.0,0.22466666666666665,0.00225,8.8,21.4,0.4081666666666666,0.007183333333333333
3623,2007-08-14,0.010333333333333333,107.0,8.7,0.0,0.22466666666666665,0.00225,8.8,21.4,0.4081666666666666,0.007183333333333333
3624,2007-08-14,0.010333333333333333,107.0,8.8,0.0,0.22466666666666665,0.00225,8.8,21.4,0.4081666666666666,0.007183333333333333
3626,2007-08-14,0.010333333333333333,107.0,8.8,0.0,0.22466666666666665,0.00225,8.8,21.3,0.4081666666666666,0.007183333333333333
3627,2007-08-14,0.010333333333333333,107.0,8.9,0.0,0.22466666666666665,0.00225,8.8,21.3,0.4081666666666666,0.007183333333333333
3628,2007-08-14,0.010333333333333333,106.0,9.1,0.0,0.22466666666666665,0.00225,8.8,20.9,0.4081666666666666,0.007183333333333333
3629,2007-08-14,0.010333333333333333,105.0,9.3,0.0,0.22466666666666665,0.00225,8.7,20.2,0.4081666666666666,0.007183333333333333
3630,2007-08-14,0.010333333333333333,105.0,9.5,0.0,0.22466666666666665,0.00225,8.4,19.6,0.4081666666666666,0.007183333333333333
3631,2007-08-14,0.010333333333333333,104.0,9.5,0.0,0.22466666666666665,0.00225,8.4,19.1,0.4081666666666666,0.007183333333333333
3632,2007-08-14,0.010333333333333333,103.0,9.7,0.0,0.22466666666666665,0.00225,8.2,17.7,0.4081666666666666,0.007183333333333333
3633,2007-08-14,0.010333333333333333,103.0,9.7,0.0,0.22466666666666665,0.00225,8.1,17.0,0.4081666666666666,0.007183333333333333
3634,2007-08-14,0.010333333333333333,103.0,9.5,0.0,0.22466666666666665,0.00225,8,16.9,0.4081666666666666,0.007183333333333333
3635,2007-08-14,0.010333333333333333,103.0,9.2,0.0,0.22466666666666665,0.00225,7.6,16.4,0.4081666666666666,0.007183333333333333
3636,2007-08-14,0.010333333333333333,103.0,8.7,0.0,0.22466666666666665,0.00225,7.5,15.3,0.4081666666666666,0.007183333333333333
3638,2007-08-14,0.010333333333333333,102.0,8.3,0.0,0.22466666666666665,0.00225,7.3,14.6,0.4081666666666666,0.007183333333333333
3639,2007-08-14,0.010333333333333333,102.0,7.4,0.0,0.22466666666666665,0.00225,7.2,13.4,0.4081666666666666,0.007183333333333333
3640,2007-08-14,0.010333333333333333,102.0,6.9,0.0,0.22466666666666665,0.00225,7.1,13.0,0.4081666666666666,0.007183333333333333
3641,2007-08-14,0.010333333333333333,102.0,6.1,0.0,0.22466666666666665,0.00225,7,11.8,0.4081666666666666,0.007183333333333333
3642,2007-08-14,0.010333333333333333,101.0,5.8,0.0,0.22466666666666665,0.00225,6.9,11.1,0.4081666666666666,0.007183333333333333
3643,2007-08-14,0.010333333333333333,101.0,5.5,0.0,0.22466666666666665,0.00225,6.9,10.4,0.4081666666666666,0.007183333333333333
3645,2007-08-14,0.010333333333333333,101.0,5.2,0.0,0.22466666666666665,0.00225,6.8,9.7,0.4081666666666666,0.007183333333333333
3646,2007-08-14,0.010333333333333333,101.0,5.2,0.0,0.22466666666666665,0.00225,6.8,9.2,0.4081666666666666,0.007183333333333333
3647,2007-08-14,0.010333333333333333,101.0,4.7,0.0,0.22466666666666665,0.00225,6.8,9.0,0.4081666666666666,0.007183333333333333
3648,2007-08-14,0.010333333333333333,101.0,4.3,0.0,0.22466666666666665,0.00225,6.7,8.8,0.4081666666666666,0.007183333333333333
3649,2007-08-14,0.010333333333333333,101.0,3.9,0.0,0.22466666666666665,0.00225,6.7,8.6,0.4081666666666666,0.007183333333333333
3650,2007-08-14,0.010333333333333333,101.0,3.4,0.0,0.22466666666666665,0.00225,6.7,8.4,0.4081666666666666,0.007183333333333333
3652,2007-08-14,0.010333333333333333,103.0,2.3,0.0,0.22466666666666665,0.00225,6.6,8.2,0.4081666666666666,0.007183333333333333
3654,2007-08-14,0.010333333333333333,103.0,1.6,0.0,0.22466666666666665,0.00225,6.6,8.2,0.4081666666666666,0.007183333333333333
3682,2007-09-11,0.017,109.0,9.4,0.0,0.19816666666666669,0.0022,8.8,21.5,0.4053333333333333,0.012533333333333334
3683,2007-09-11,0.017,110.0,9.4,0.0,0.19816666666666669,0.0022,8.8,21.3,0.4053333333333333,0.012533333333333334
3684,2007-09-11,0.017,109.0,9.3,0.0,0.19816666666666669,0.0022,8.8,21.1,0.4053333333333333,0.012533333333333334
3685,2007-09-11,0.017,110.0,9.3,0.0,0.19816666666666669,0.0022,8.8,21.0,0.4053333333333333,0.012533333333333334
3686,2007-09-11,0.017,109.0,9.3,0.0,0.19816666666666669,0.0022,8.8,21.0,0.4053333333333333,0.012533333333333334
3688,2007-09-11,0.017,110.0,9.3,0.0,0.19816666666666669,0.0022,8.8,20.9,0.4053333333333333,0.012533333333333334
3689,2007-09-11,0.017,109.0,9.3,0.0,0.19816666666666669,0.0022,8.7,20.5,0.4053333333333333,0.012533333333333334
3690,2007-09-11,0.017,107.0,9.1,0.0,0.19816666666666669,0.0022,8.1,19.2,0.4053333333333333,0.012533333333333334
3691,2007-09-11,0.017,105.0,8.1,0.0,0.19816666666666669,0.0022,7.5,16.9,0.4053333333333333,0.012533333333333334
3692,2007-09-11,0.017,104.0,7.0,0.0,0.19816666666666669,0.0022,7.3,14.9,0.4053333333333333,0.012533333333333334
3694,2007-09-11,0.017,104.0,6.3,0.0,0.19816666666666669,0.0022,7.1,13.4,0.4053333333333333,0.012533333333333334
3695,2007-09-11,0.017,102.0,5.5,0.0,0.19816666666666669,0.0022,7,11.8,0.4053333333333333,0.012533333333333334
3696,2007-09-11,0.017,102.0,4.6,0.0,0.19816666666666669,0.0022,6.9,10.6,0.4053333333333333,0.012533333333333334
3697,2007-09-11,0.017,103.0,3.5,0.0,0.19816666666666669,0.0022,6.8,9.9,0.4053333333333333,0.012533333333333334
3699,2007-09-11,0.017,102.0,3.4,0.0,0.19816666666666669,0.0022,6.8,9.3,0.4053333333333333,0.012533333333333334
3700,2007-09-11,0.017,103.0,2.9,0.0,0.19816666666666669,0.0022,6.8,9.0,0.4053333333333333,0.012533333333333334
